marketing_key,campaign_date,campaign_name,channel,impressions,clicks,spend,conversions,total_orders,total_sales_amount,conversion_rate,cost_per_order,revenue_generated
264,15-04-2023,Email Campaign,SMS,6925,666,4068.72,36,8,9127.39,5.00E-02,508.59,8087.81
265,15-04-2023,Festival Offer,Email,6067,422,3522.37,84,8,9127.39,0.2,440.3,8178.42
266,15-04-2023,Flash Sale,Email,1872,386,4122.33,45,8,9127.39,0.12,515.29,2991.89
267,15-04-2023,Membership Drive,App,5837,386,2230.47,77,8,9127.39,0.2,278.81,5876.68
268,15-04-2023,New User Discount,Email,5271,423,3168.18,34,8,9127.39,8.00E-02,396.02,8776.82
269,15-04-2023,Referral Program,SMS,1050,997,1550.31,38,8,9127.39,4.00E-02,193.79,3171.49
270,15-04-2023,Weekend Special,App,4666,201,4868.23,93,8,9127.39,0.46,608.53,3181.23
271,16-04-2023,App Push Notification,SMS,5776,665,4563.33,49,14,11246.4,7.00E-02,325.95,7201.74
272,16-04-2023,Category Promotion,App,9562,682,1641.26,60,14,11246.4,9.00E-02,117.23,5992.35
273,16-04-2023,Email Campaign,SMS,1913,625,4740.54,93,14,11246.4,0.15,338.61,9242.25
274,16-04-2023,Festival Offer,Social Media,4577,938,3481.5,31,14,11246.4,3.00E-02,248.68,8542.15
275,16-04-2023,Flash Sale,SMS,7694,439,2024.19,85,14,11246.4,0.19,144.59,6005.19
276,16-04-2023,Membership Drive,SMS,9758,517,4354.3,41,14,11246.4,8.00E-02,311.02,7552.45
277,16-04-2023,New User Discount,App,9641,489,4510.43,25,14,11246.4,5.00E-02,322.17,8415.9
278,16-04-2023,Referral Program,SMS,8603,995,2933.06,99,14,11246.4,0.1,209.5,4409.47
279,16-04-2023,Weekend Special,App,7055,468,4000.89,60,14,11246.4,0.13,285.78,5940.12
280,17-04-2023,App Push Notification,Social Media,3386,789,1782.13,46,9,11546.79,6.00E-02,198.01,8154.42
281,17-04-2023,Category Promotion,Social Media,2576,580,3491.13,63,9,11546.79,0.11,387.9,4789
282,17-04-2023,Email Campaign,Social Media,2552,267,2402.89,86,9,11546.79,0.32,266.99,6134.39
283,17-04-2023,Festival Offer,App,7878,717,3575.32,11,9,11546.79,0.02,397.26,6148.18
284,17-04-2023,Flash Sale,Social Media,2594,996,4756.74,57,9,11546.79,6.00E-02,528.53,2792.49
285,17-04-2023,Membership Drive,SMS,9374,522,3939.8,13,9,11546.79,0.02,437.76,6900.26
286,17-04-2023,New User Discount,App,3538,777,2206.96,15,9,11546.79,0.02,245.22,9897.86
287,17-04-2023,Referral Program,SMS,4941,596,1826.15,80,9,11546.79,0.13,202.91,3855.28
288,17-04-2023,Weekend Special,SMS,1656,344,2052.13,59,9,11546.79,0.17,228.01,7427.75
289,18-04-2023,App Push Notification,SMS,9681,634,1246.55,42,3,4807.51,7.00E-02,415.52,3028.84
290,18-04-2023,Category Promotion,Email,1458,682,1422.03,56,3,4807.51,8.00E-02,474.01,9435.14
291,18-04-2023,Email Campaign,SMS,8784,271,1416.16,81,3,4807.51,0.3,472.05,8142.02
292,18-04-2023,Festival Offer,App,1926,501,4887.72,100,3,4807.51,0.2,1629.24,3946.11
293,18-04-2023,Flash Sale,SMS,7037,457,3840.41,78,3,4807.51,0.17,1280.14,4361.92
294,18-04-2023,Membership Drive,Social Media,5785,217,3021.9,24,3,4807.51,0.11,1007.3,6470.08
295,18-04-2023,New User Discount,SMS,4822,359,3853.98,63,3,4807.51,0.18,1284.66,2376.13
296,18-04-2023,Referral Program,Social Media,2228,250,4096.23,84,3,4807.51,0.34,1365.41,3558.65
297,18-04-2023,Weekend Special,Email,7827,866,2956.06,42,3,4807.51,5.00E-02,985.35,7615.61
298,19-04-2023,App Push Notification,App,8654,207,3616.01,75,7,5799.71,0.36,516.57,8344.03
299,19-04-2023,Category Promotion,Social Media,7164,241,2236.07,40,7,5799.71,0.17,319.44,6012.69
300,19-04-2023,Email Campaign,Social Media,7263,157,1736.23,40,7,5799.71,0.25,248.03,4790.27
301,19-04-2023,Festival Offer,App,9178,649,2260.39,55,7,5799.71,8.00E-02,322.91,3459.7
302,19-04-2023,Flash Sale,App,8707,905,3455.71,23,7,5799.71,3.00E-02,493.67,7875.24
303,19-04-2023,Membership Drive,SMS,8560,530,2895.57,28,7,5799.71,5.00E-02,413.65,8546.35
304,19-04-2023,New User Discount,App,9352,299,4878.03,99,7,5799.71,0.33,696.86,8217.49
305,19-04-2023,Referral Program,Social Media,2893,245,4754.62,11,7,5799.71,4.00E-02,679.23,2937.32
306,19-04-2023,Weekend Special,SMS,4350,246,1474.35,64,7,5799.71,0.26,210.62,7618.68
307,20-04-2023,App Push Notification,App,9425,243,3016.75,37,1,326.06,0.15,3016.75,8671.94
308,20-04-2023,Category Promotion,App,8064,759,2251.35,85,1,326.06,0.11,2251.35,9052.54
309,20-04-2023,Email Campaign,Email,7107,734,4143.83,62,1,326.06,8.00E-02,4143.83,5436.41
310,20-04-2023,Festival Offer,SMS,1309,350,2826.88,100,1,326.06,0.29,2826.88,6372.4
311,20-04-2023,Flash Sale,Social Media,6778,416,2285.44,25,1,326.06,6.00E-02,2285.44,2843.67
312,20-04-2023,Membership Drive,SMS,9581,997,2578.4,42,1,326.06,4.00E-02,2578.4,4447.42
313,20-04-2023,New User Discount,Email,2351,724,4056.52,18,1,326.06,0.02,4056.52,4894.73
314,20-04-2023,Referral Program,SMS,3667,710,4811.1,65,1,326.06,9.00E-02,4811.1,6180.77
315,20-04-2023,Weekend Special,App,2096,582,2327.74,52,1,326.06,9.00E-02,2327.74,4705.85
316,21-04-2023,App Push Notification,App,5499,236,3384.98,14,14,7732.45,6.00E-02,241.78,2388.79
317,21-04-2023,Category Promotion,App,1647,803,4582.52,93,14,7732.45,0.12,327.32,5311.79
318,21-04-2023,Email Campaign,App,9349,640,1777.09,31,14,7732.45,5.00E-02,126.94,4003.69
319,21-04-2023,Festival Offer,App,5630,462,3372.27,14,14,7732.45,3.00E-02,240.88,3064.53
320,21-04-2023,Flash Sale,Social Media,3960,271,4337.96,98,14,7732.45,0.36,309.85,3897.25
321,21-04-2023,Membership Drive,Social Media,4785,225,4414.5,68,14,7732.45,0.3,315.32,8979.22
322,21-04-2023,New User Discount,App,2244,417,2120.49,94,14,7732.45,0.23,151.46,4531.47
323,21-04-2023,Referral Program,App,2334,352,3231.24,52,14,7732.45,0.15,230.8,3690.68
324,21-04-2023,Weekend Special,Email,6947,475,2458.85,99,14,7732.45,0.21,175.63,2555.47
325,22-04-2023,App Push Notification,Email,6287,572,4799.81,18,4,1302.29,3.00E-02,1199.95,4253.05
326,22-04-2023,Category Promotion,Social Media,7079,413,2924.16,98,4,1302.29,0.24,731.04,2414.84
327,22-04-2023,Email Campaign,Social Media,7906,249,1698.27,97,4,1302.29,0.39,424.57,5717.08
328,22-04-2023,Festival Offer,Email,4659,442,1608.02,51,4,1302.29,0.12,402.01,9395.69
329,22-04-2023,Flash Sale,App,2438,543,4297.63,30,4,1302.29,6.00E-02,1074.41,6373.14
330,22-04-2023,Membership Drive,SMS,8137,112,3481.66,22,4,1302.29,0.2,870.42,5034.83
331,22-04-2023,New User Discount,SMS,6424,918,1161.82,78,4,1302.29,8.00E-02,290.46,5149.61
332,22-04-2023,Referral Program,Social Media,3856,267,4033.47,98,4,1302.29,0.37,1008.37,8017.89
333,22-04-2023,Weekend Special,Email,8387,649,2245.03,84,4,1302.29,0.13,561.26,6244
334,23-04-2023,App Push Notification,App,9768,169,2502.16,27,8,10328.41,0.16,312.77,2208.02
335,23-04-2023,Category Promotion,Email,5757,670,3584.1,38,8,10328.41,6.00E-02,448.01,3067.07
336,23-04-2023,Email Campaign,App,6592,101,4435.05,10,8,10328.41,0.1,554.38,5067.37
337,23-04-2023,Festival Offer,Email,3840,979,4195.22,41,8,10328.41,4.00E-02,524.4,4568.52
338,23-04-2023,Flash Sale,Email,8577,817,4918.88,78,8,10328.41,0.1,614.86,3113.7
339,23-04-2023,Membership Drive,App,4424,255,4342.66,53,8,10328.41,0.21,542.83,9193.64
340,23-04-2023,New User Discount,App,4448,846,4622.39,55,8,10328.41,7.00E-02,577.8,4638.01
341,23-04-2023,Referral Program,App,8875,910,4575.04,31,8,10328.41,3.00E-02,571.88,7774.59
342,23-04-2023,Weekend Special,Email,4453,581,1020.54,73,8,10328.41,0.13,127.57,3953.43
343,24-04-2023,App Push Notification,Email,7710,470,1536.87,51,8,4557.48,0.11,192.11,6137.65
344,24-04-2023,Category Promotion,Social Media,7135,813,1099.78,100,8,4557.48,0.12,137.47,8085.2
345,24-04-2023,Email Campaign,SMS,7953,571,2339.56,56,8,4557.48,0.1,292.45,6799.55
346,24-04-2023,Festival Offer,App,8793,474,2928.88,11,8,4557.48,0.02,366.11,2978.06
347,24-04-2023,Flash Sale,SMS,6406,831,3113.07,58,8,4557.48,7.00E-02,389.13,6131.49
348,24-04-2023,Membership Drive,App,3989,866,3228.59,97,8,4557.48,0.11,403.57,8028.08
349,24-04-2023,New User Discount,Email,3894,771,2580.62,63,8,4557.48,8.00E-02,322.58,7719.94
350,24-04-2023,Referral Program,Email,1435,710,2460.26,43,8,4557.48,6.00E-02,307.53,5715.12
351,24-04-2023,Weekend Special,Email,5555,914,3573.35,50,8,4557.48,5.00E-02,446.67,6055.92
352,25-04-2023,App Push Notification,Email,5015,568,1472.31,26,13,14408.46,5.00E-02,113.25,3712.89
353,25-04-2023,Category Promotion,Email,8991,116,1649.92,54,13,14408.46,0.47,126.92,4039.13
354,25-04-2023,Email Campaign,Social Media,5548,187,1236.49,24,13,14408.46,0.13,95.11,5631.47
355,25-04-2023,Festival Offer,SMS,9938,839,2116.03,53,13,14408.46,6.00E-02,162.77,2735.69
356,25-04-2023,Flash Sale,Email,2931,229,3971.66,98,13,14408.46,0.43,305.51,5937.54
357,25-04-2023,Membership Drive,SMS,4709,982,2212.54,51,13,14408.46,5.00E-02,170.2,3335.9
358,25-04-2023,New User Discount,SMS,8041,524,2507.59,87,13,14408.46,0.17,192.89,2960.87
359,25-04-2023,Referral Program,Social Media,2341,674,1363.33,70,13,14408.46,0.1,104.87,2589.95
360,25-04-2023,Weekend Special,Social Media,5106,538,2177.75,19,13,14408.46,4.00E-02,167.52,7883.2
361,26-04-2023,App Push Notification,Social Media,8392,219,1029.76,37,8,9943.89,0.17,128.72,6018.12
362,26-04-2023,Category Promotion,Social Media,4243,112,2859.77,11,8,9943.89,0.1,357.47,9781.45
363,26-04-2023,Email Campaign,SMS,7110,641,2208.24,91,8,9943.89,0.14,276.03,5015.83
364,26-04-2023,Festival Offer,Social Media,7696,821,4575.35,22,8,9943.89,3.00E-02,571.92,2907.22
365,26-04-2023,Flash Sale,Social Media,2342,151,2804.82,57,8,9943.89,0.38,350.6,6975.47
366,26-04-2023,Membership Drive,App,7172,509,2870.11,80,8,9943.89,0.16,358.76,3214.21
367,26-04-2023,New User Discount,App,8113,530,4603.36,79,8,9943.89,0.15,575.42,6575.42
368,26-04-2023,Referral Program,Social Media,6544,598,4692.28,38,8,9943.89,6.00E-02,586.54,9638.59
369,26-04-2023,Weekend Special,SMS,4045,472,1718.15,57,8,9943.89,0.12,214.77,4723.34
370,27-04-2023,App Push Notification,App,7302,180,3688.79,76,5,7070.12,0.42,737.76,6023.25
371,27-04-2023,Category Promotion,Email,7002,293,3709.21,14,5,7070.12,5.00E-02,741.84,6831.3
372,27-04-2023,Email Campaign,App,5635,887,4177,61,5,7070.12,7.00E-02,835.4,9459.93
373,27-04-2023,Festival Offer,Email,7381,474,1866.17,73,5,7070.12,0.15,373.23,8215.22
374,27-04-2023,Flash Sale,SMS,6183,918,4814.38,32,5,7070.12,3.00E-02,962.88,6086.32
375,27-04-2023,Membership Drive,App,4445,660,3757.79,50,5,7070.12,8.00E-02,751.56,2060.73
376,27-04-2023,New User Discount,Email,7747,306,2953.49,36,5,7070.12,0.12,590.7,5443.03
377,27-04-2023,Referral Program,SMS,1330,339,2989.43,19,5,7070.12,6.00E-02,597.89,7456.78
378,27-04-2023,Weekend Special,SMS,8823,490,3198.19,24,5,7070.12,5.00E-02,639.64,3477.77
379,28-04-2023,App Push Notification,Social Media,5939,550,2675.93,47,5,5295.54,9.00E-02,535.19,7084.72
380,28-04-2023,Category Promotion,App,6619,134,4405.54,62,5,5295.54,0.46,881.11,8114.92
381,28-04-2023,Email Campaign,Social Media,4735,277,1834.31,68,5,5295.54,0.25,366.86,6566.1
382,28-04-2023,Festival Offer,Social Media,3878,183,2116.21,100,5,5295.54,0.55,423.24,3599.86
383,28-04-2023,Flash Sale,Email,1987,154,2468.2,56,5,5295.54,0.36,493.64,4483.86
384,28-04-2023,Membership Drive,Email,3111,764,1265.7,23,5,5295.54,3.00E-02,253.14,8152.75
385,28-04-2023,New User Discount,Social Media,9827,627,1448.96,60,5,5295.54,0.1,289.79,7026.95
386,28-04-2023,Referral Program,SMS,9012,277,3199.45,87,5,5295.54,0.31,639.89,4950.54
387,28-04-2023,Weekend Special,App,8600,221,2650.04,57,5,5295.54,0.26,530.01,7589.09
388,29-04-2023,App Push Notification,SMS,2015,738,4032.39,40,3,5837.91,5.00E-02,1344.13,3433.97
389,29-04-2023,Category Promotion,Email,1112,322,1715.26,64,3,5837.91,0.2,571.75,6831.32
390,29-04-2023,Email Campaign,Email,8751,633,1972.16,46,3,5837.91,7.00E-02,657.39,6814.81
391,29-04-2023,Festival Offer,Social Media,5010,232,1582.17,91,3,5837.91,0.39,527.39,8900.41
392,29-04-2023,Flash Sale,SMS,5865,212,2221.65,94,3,5837.91,0.44,740.55,9322.73
393,29-04-2023,Membership Drive,SMS,8856,788,3076.29,40,3,5837.91,5.00E-02,1025.43,5633.32
394,29-04-2023,New User Discount,App,3018,151,3020.85,91,3,5837.91,0.6,1006.95,4867.2
395,29-04-2023,Referral Program,Email,1213,656,2957.67,99,3,5837.91,0.15,985.89,8154.87
396,29-04-2023,Weekend Special,Social Media,3181,324,2743.83,66,3,5837.91,0.2,914.61,8970.21
397,30-04-2023,App Push Notification,Social Media,7641,512,4515.19,10,12,10493,0.02,376.27,9561.4
398,30-04-2023,Category Promotion,Email,3814,746,4636.3,32,12,10493,4.00E-02,386.36,5441.7
399,30-04-2023,Email Campaign,Social Media,2347,919,4792.94,32,12,10493,3.00E-02,399.41,5506.96
400,30-04-2023,Festival Offer,SMS,4642,980,4762.46,80,12,10493,8.00E-02,396.87,5680.11
401,30-04-2023,Flash Sale,SMS,3097,308,3168.95,27,12,10493,9.00E-02,264.08,2350.1
402,30-04-2023,Membership Drive,App,2397,406,2400.48,99,12,10493,0.24,200.04,6194.57
403,30-04-2023,New User Discount,App,1112,113,3242.38,41,12,10493,0.36,270.2,7915.72
404,30-04-2023,Referral Program,App,1560,761,2492.53,29,12,10493,4.00E-02,207.71,3711.71
405,30-04-2023,Weekend Special,App,4374,236,3164.56,83,12,10493,0.35,263.71,3144.28
406,01-05-2023,App Push Notification,SMS,9667,322,4537.64,72,6,7106.76,0.22,756.27,5847
407,01-05-2023,Category Promotion,SMS,9419,876,2837.62,23,6,7106.76,3.00E-02,472.94,3495.72
408,01-05-2023,Email Campaign,SMS,5075,848,2325.88,65,6,7106.76,8.00E-02,387.65,5110.7
409,01-05-2023,Festival Offer,Social Media,4187,497,3573.18,18,6,7106.76,4.00E-02,595.53,5398.09
410,01-05-2023,Flash Sale,App,6335,993,1075.96,77,6,7106.76,8.00E-02,179.33,9185.55
411,01-05-2023,Membership Drive,App,9198,125,3370.41,20,6,7106.76,0.16,561.74,8731.99
412,01-05-2023,New User Discount,Social Media,2236,115,2338.12,80,6,7106.76,0.7,389.69,8799.05
413,01-05-2023,Referral Program,Email,4923,577,2400.1,49,6,7106.76,8.00E-02,400.02,3474.78
414,01-05-2023,Weekend Special,SMS,9775,238,2093.79,86,6,7106.76,0.36,348.97,7166.28
415,02-05-2023,App Push Notification,App,2992,417,2014.76,68,6,4460.18,0.16,335.79,2755.88
416,02-05-2023,Category Promotion,SMS,1219,619,1937.58,53,6,4460.18,9.00E-02,322.93,4427.59
417,02-05-2023,Email Campaign,Email,8093,218,2061.9,95,6,4460.18,0.44,343.65,9766.32
418,02-05-2023,Festival Offer,Email,6603,859,4123.17,83,6,4460.18,0.1,687.2,3291.99
419,02-05-2023,Flash Sale,Social Media,8543,227,1371.53,44,6,4460.18,0.19,228.59,8075.42
420,02-05-2023,Membership Drive,App,8932,839,4350.29,20,6,4460.18,0.02,725.05,8068.04
421,02-05-2023,New User Discount,App,6334,376,4847.86,79,6,4460.18,0.21,807.98,6773.88
422,02-05-2023,Referral Program,Social Media,2026,882,1143.15,97,6,4460.18,0.11,190.53,8138.32
423,02-05-2023,Weekend Special,SMS,3608,484,4152.65,21,6,4460.18,4.00E-02,692.11,6404.07
424,03-05-2023,App Push Notification,Email,6663,298,4955.72,15,11,12011.17,5.00E-02,450.52,2736.37
425,03-05-2023,Category Promotion,App,3500,874,4916.51,20,11,12011.17,0.02,446.96,2253.37
426,03-05-2023,Email Campaign,Email,1516,839,1899.54,61,11,12011.17,7.00E-02,172.69,2384.38
427,03-05-2023,Festival Offer,Social Media,4998,868,3359.48,85,11,12011.17,0.1,305.41,2183.8
428,03-05-2023,Flash Sale,App,7863,185,4158.5,51,11,12011.17,0.28,378.05,2650.27
429,03-05-2023,Membership Drive,SMS,1768,670,3703.38,11,11,12011.17,0.02,336.67,3450.02
430,03-05-2023,New User Discount,Social Media,6693,729,4007.44,98,11,12011.17,0.13,364.31,4946.38
431,03-05-2023,Referral Program,Social Media,7768,825,3910.75,10,11,12011.17,0.01,355.52,3783.4
432,03-05-2023,Weekend Special,Social Media,1865,361,4700.17,98,11,12011.17,0.27,427.29,3408.23
433,04-05-2023,App Push Notification,App,1137,211,4203.53,43,10,11971.82,0.2,420.35,5246.05
434,04-05-2023,Category Promotion,Email,8610,118,3350.49,46,10,11971.82,0.39,335.05,9849.44
435,04-05-2023,Email Campaign,App,4808,158,3325.73,26,10,11971.82,0.16,332.57,3019
436,04-05-2023,Festival Offer,App,1172,496,4065.3,29,10,11971.82,6.00E-02,406.53,7389.65
437,04-05-2023,Flash Sale,App,1155,407,1133.64,89,10,11971.82,0.22,113.36,2467.66
438,04-05-2023,Membership Drive,Social Media,8731,920,3251.26,71,10,11971.82,8.00E-02,325.13,9169.15
439,04-05-2023,New User Discount,SMS,3482,303,4095.83,98,10,11971.82,0.32,409.58,2125.48
440,04-05-2023,Referral Program,SMS,4341,312,3753.58,44,10,11971.82,0.14,375.36,5174.18
441,04-05-2023,Weekend Special,Email,5049,866,2992.47,70,10,11971.82,8.00E-02,299.25,7641.51
442,05-05-2023,App Push Notification,SMS,1482,165,3927.43,62,16,16979.21,0.38,245.46,9233.1
443,05-05-2023,Category Promotion,SMS,1077,581,2297.16,42,16,16979.21,7.00E-02,143.57,6388.8
444,05-05-2023,Email Campaign,Email,6571,635,2183.69,91,16,16979.21,0.14,136.48,7923.88
445,05-05-2023,Festival Offer,SMS,8451,312,2196.57,32,16,16979.21,0.1,137.29,5125.65
446,05-05-2023,Flash Sale,Email,9066,533,4267.44,98,16,16979.21,0.18,266.72,7357
447,05-05-2023,Membership Drive,App,6100,227,1031.21,92,16,16979.21,0.41,64.45,2440.64
448,05-05-2023,New User Discount,Social Media,2155,819,4599.44,62,16,16979.21,8.00E-02,287.47,9198.45
449,05-05-2023,Referral Program,Email,1897,170,2828.31,36,16,16979.21,0.21,176.77,5297.27
450,05-05-2023,Weekend Special,App,4414,290,1740.64,88,16,16979.21,0.3,108.79,8910.38
451,06-05-2023,App Push Notification,App,2128,390,4335.38,26,12,12466.37,7.00E-02,361.28,6926.23
452,06-05-2023,Category Promotion,Email,3617,679,4131.56,16,12,12466.37,0.02,344.3,7044.96
453,06-05-2023,Email Campaign,Email,1874,845,3704.75,13,12,12466.37,0.02,308.73,5271.18
454,06-05-2023,Festival Offer,SMS,8269,849,3321.08,65,12,12466.37,8.00E-02,276.76,2485.77
455,06-05-2023,Flash Sale,Social Media,8109,825,3970.09,80,12,12466.37,0.1,330.84,2950.73
456,06-05-2023,Membership Drive,Social Media,2169,219,2196.53,18,12,12466.37,8.00E-02,183.04,5040.59
457,06-05-2023,New User Discount,SMS,5675,722,2316.16,38,12,12466.37,5.00E-02,193.01,2219.3
458,06-05-2023,Referral Program,SMS,7418,751,2351.5,19,12,12466.37,3.00E-02,195.96,6873.12
459,06-05-2023,Weekend Special,SMS,5295,972,2027.96,18,12,12466.37,0.02,169,7980.62
460,07-05-2023,App Push Notification,App,8687,332,3770.41,14,7,5438.98,4.00E-02,538.63,7258.14
461,07-05-2023,Category Promotion,Email,7569,906,4127.7,49,7,5438.98,5.00E-02,589.67,3752.23
462,07-05-2023,Email Campaign,SMS,9057,754,3967.16,85,7,5438.98,0.11,566.74,9205.8
463,07-05-2023,Festival Offer,Email,8008,136,3536.97,69,7,5438.98,0.51,505.28,7224.78
464,07-05-2023,Flash Sale,Email,5779,243,2532.58,72,7,5438.98,0.3,361.8,4762.02
465,07-05-2023,Membership Drive,SMS,1004,804,4011.21,37,7,5438.98,5.00E-02,573.03,8654.03
466,07-05-2023,New User Discount,Social Media,3323,784,1856.61,75,7,5438.98,0.1,265.23,6204.88
467,07-05-2023,Referral Program,Social Media,3698,856,1556.31,13,7,5438.98,0.02,222.33,6209.86
468,07-05-2023,Weekend Special,App,8598,916,1896.58,17,7,5438.98,0.02,270.94,7115.31
469,08-05-2023,App Push Notification,SMS,4448,790,1508.5,21,15,9599.07,3.00E-02,100.57,8223.6
470,08-05-2023,Category Promotion,App,1147,665,3562.23,11,15,9599.07,0.02,237.48,4494.17
471,08-05-2023,Email Campaign,Email,7586,997,1925.16,11,15,9599.07,0.01,128.34,8274.98
472,08-05-2023,Festival Offer,SMS,5454,512,3545.43,27,15,9599.07,5.00E-02,236.36,7088.76
473,08-05-2023,Flash Sale,Email,8950,646,2829.44,55,15,9599.07,9.00E-02,188.63,9003.92
474,08-05-2023,Membership Drive,App,6252,296,2488.25,95,15,9599.07,0.32,165.88,2991.15
475,08-05-2023,New User Discount,App,8648,676,2291.51,16,15,9599.07,0.02,152.77,2415.72
476,08-05-2023,Referral Program,Social Media,6947,625,2830.06,57,15,9599.07,9.00E-02,188.67,5541.54
477,08-05-2023,Weekend Special,Email,5050,900,1766.32,95,15,9599.07,0.11,117.75,5655.25
478,09-05-2023,App Push Notification,Email,6290,231,3026.27,16,10,13176.1,7.00E-02,302.63,6913.03
479,09-05-2023,Category Promotion,Email,7222,355,3911.2,30,10,13176.1,8.00E-02,391.12,3435.73
480,09-05-2023,Email Campaign,SMS,8921,476,4150.37,19,10,13176.1,4.00E-02,415.04,7743.9
481,09-05-2023,Festival Offer,SMS,2917,706,3192.64,70,10,13176.1,0.1,319.26,3819.96
482,09-05-2023,Flash Sale,Social Media,7690,574,2423.35,65,10,13176.1,0.11,242.34,9125.05
483,09-05-2023,Membership Drive,Email,6092,899,1707.94,14,10,13176.1,0.02,170.79,7839.92
484,09-05-2023,New User Discount,SMS,2990,779,4311.15,96,10,13176.1,0.12,431.12,7648.5
485,09-05-2023,Referral Program,Email,9559,589,4692.28,58,10,13176.1,0.1,469.23,9397.17
486,09-05-2023,Weekend Special,SMS,8237,689,2201.69,17,10,13176.1,0.02,220.17,7904.5
487,10-05-2023,App Push Notification,Email,3207,695,1010.36,84,10,7538.83,0.12,101.04,9099.22
488,10-05-2023,Category Promotion,Social Media,2173,304,4321.09,100,10,7538.83,0.33,432.11,9490.74
489,10-05-2023,Email Campaign,SMS,6523,817,4325.82,45,10,7538.83,6.00E-02,432.58,4887.38
490,10-05-2023,Festival Offer,App,8489,352,2584.65,42,10,7538.83,0.12,258.47,8080.76
491,10-05-2023,Flash Sale,Email,2499,715,2583.46,78,10,7538.83,0.11,258.35,7593.75
492,10-05-2023,Membership Drive,Social Media,7733,542,3201.35,79,10,7538.83,0.15,320.14,7387.87
493,10-05-2023,New User Discount,Email,4915,238,2770.37,15,10,7538.83,6.00E-02,277.04,9548.93
494,10-05-2023,Referral Program,App,7830,837,3988.21,10,10,7538.83,0.01,398.82,8273.47
495,10-05-2023,Weekend Special,SMS,5574,350,4412.98,20,10,7538.83,6.00E-02,441.3,7725.6
